PlayerName,Club,DistanceCovered(InKms),Goals,MinutestoGoalRatio,ShotsPerGame,AgentCharges,BMI,Cost,PreviousClubCost,Height,Weight,Score,LastName,FirstName,FullName,PlayerID,Goals_x_ShotsPerGame,DistanceCovered(InKms)_x_Goals,Weight_x_DistanceCovered(InKms),BMI_x_DistanceCovered(InKms),Cost_x_Goals,ShotsPerGame_x_MinutestoGoalRatio,GoalToShotRatio,GoalsPerDistance,ShotsPerDistance,ScoringRate,BMI_Category,ScorePerMillion,GoalsPerMillion,CostGrowth,ScoreToAgentRatio,ExpectedScore,ValueAssessment,ValueCategory,Club_CHE,Club_LIV,Club_MUN,ClubMeanScore,ClubEffect,ClubStrengthIndex
"Crease, Mr. Ernest James",MUN,-1.2826083480739994,-0.6157602559022003,-1.4436571551437833,-1.3938205586233174,-0.37642412413876175,-0.6564768795747188,1.3232370460575895,-1.3593988958592889,-0.7740757611382993,-0.862000690174173,25.26,Crease,Mr. Ernest James,Mr. Ernest James Crease,Mr. Ernest James Crease (MUN),-0.9427680920150888,-0.9173396821187401,-1.1010583371661131,-1.1186076305563672,0.5892798920162345,-1.3920335815085396,-0.14887567989319428,-0.18315568535673687,-0.23167552683992887,1.5048158327795893,Normal,1.3096074227694312,-1.2418266364388104,2.037360493473213,0.7106058782423905,1.3232370460575889,2.3344002581245835,Undervalued,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Kink, Mr. Vincenz",MUN,-1.259649555842913,0.27285764088105124,-1.5877647674719024,-1.6962852628427894,-1.1553518401153815,-0.5608516261698927,0.6460036297709899,-0.8734396810010087,-0.4245525532348213,-0.6250241870998683,19.39,Kink,Mr. Vincenz,Mr. Vincenz Kink,Mr. Vincenz Kink (MUN),-0.3506818278780273,-0.20869413789275457,-0.9333819907043102,-1.0494152209566476,0.6436842871769853,-1.5938645199374735,1.0015520961256097,0.7978058821103519,-0.9843860088151177,1.686296668000407,Normal,0.8456503271280825,-0.6773576905085439,0.9082029249206932,2.693316631552789,0.6460036297709892,1.2215356811989946,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Jenkin, Mr. Stephen Curnow",MUN,-0.8923088801455227,-0.39360578170638716,-1.530121722540654,-1.6962852628427894,-0.9869350366609773,-0.7023770012090343,0.9430918737080358,-1.230064868597794,-1.05163830859106,-1.0271661317108096,19.63,Jenkin,Mr. Stephen Curnow,Mr. Stephen Curnow Jenkin,Mr. Stephen Curnow Jenkin (MUN),-0.8564221784950999,-0.6273816780191256,-1.0920193698892335,-0.9484822101973598,0.4744579843348599,-1.570609058179386,0.22987430974679882,-0.09127681288880755,-1.7807156022247979,1.6131266760811374,Normal,0.10318555207833216,-1.0473819835412386,1.4934658410868555,1.7001401722506435,0.9430918737080356,0.29261633470872406,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Hood, Mr. Ambrose Jr",MUN,-1.4892374781537832,-0.7268374930001068,-1.2419064978844156,-1.318204382568448,0.023565784065448406,-0.41932625113074984,1.7033822184071428,-0.6736989643427232,0.2950540512723384,-0.1510711809512578,23.11,Hood,Mr. Ambrose Jr,Mr. Ambrose Jr Hood,Mr. Ambrose Jr Hood (MUN),-1.009926024752857,-1.0599973318795402,-0.6978783549090234,-1.0846776411266055,0.7574324239012397,-1.271407690438132,-0.3016589571729817,-0.22745442743948852,0.44074066351904556,1.2586209012784804,Normal,-0.3227415177282782,-1.3684925947741258,1.7666301213024864,0.1337937426781063,1.7033822184071412,-0.34539723638560255,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Chronopoulos, Mr. Apostolos",MUN,-1.3514847247672606,-0.5602216373532473,-1.8471584696625167,-2.0743661431171305,-1.176403940547182,-0.5685016464422786,0.6907265912238787,-0.6430873602571618,-0.19839047753257225,-0.5101264886395986,16.86,Chronopoulos,Mr. Apostolos,Mr. Apostolos Chronopoulos,Mr. Apostolos Chronopoulos (MUN),-1.0873632329096714,-0.8928599670710285,-0.8873696766592124,-1.101297088450357,0.19642289117123263,-1.871512045073669,0.20317077052888807,-0.09359051022340684,-1.6581453356568858,2.0254575731671807,Normal,-0.43579108298848157,-1.004133893826051,0.8011039157819121,2.3498787723230508,0.6907265912238781,-0.4756521738024858,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Bing, Mr. Lee",MUN,-1.2366907636118267,-1.1711464413917325,-1.6165862899375267,-1.3938205586233174,0.676180897451265,-0.5340765552165414,1.217818636918638,-0.8986942543715963,-0.29091132668349046,-0.5388509132546663,21.32,Bing,Mr. Lee,Mr. Lee Bing,Mr. Lee Bing (MUN),-1.3779240847547107,-1.3446795353223195,-0.8672013349445216,-1.0214452329290822,0.13579062445918494,-1.4640687923201778,-0.771686491734361,-0.8182105538715804,-0.33840746690724843,1.7231751264944764,Normal,0.09272162089185526,-1.3817961562611272,1.4895057491081314,-0.3066703123713717,1.2178186369186377,0.3245650239860741,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Moen, Mr. Sigurd Hansen",MUN,-2.0861660761620415,-0.2825285446084811,-1.8759799921281408,-1.6206690867879214,0.5288161944286612,0.6057764653689852,2.805483768496184,-0.7992065410935233,-0.6198743458867652,-0.06489790710605679,26.57,Moen,Mr. Sigurd Hansen,Mr. Sigurd Hansen Moen,Mr. Sigurd Hansen Moen (MUN),-0.7495177141370197,-0.8983467997541366,-0.8659751184534725,-0.8345676750481281,1.9220444039936844,-1.6756367736803435,0.3242596303925945,0.5659593583900071,1.2439057084049407,2.06417457147389,Normal,-1.1237519325148206,-1.466194198338844,2.9375463296727027,-0.022782835639905637,2.805483768496185,-2.2318843561834925,Overvalued,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Staneff, Mr. Ivan",MUN,-1.718825400464651,-0.8934533486469665,-1.9336230370593894,-1.6206690867879214,-0.12379891895715534,-0.09037537941814845,1.032537796613813,-0.6798212851598353,-0.6712748176372766,-0.4885831701782984,17.93,Staneff,Mr. Ivan,Mr. Ivan Staneff,Mr. Ivan Staneff (MUN),-1.2168821031896535,-1.2465496431052012,-1.0003684458725024,-1.016751317167983,0.21292317154564425,-1.6990813042332127,-0.37740706649620337,-0.32958763835249966,0.28515052701983035,2.142248518472544,Normal,-0.8098873244857197,-1.242645217318439,1.1439902622336338,-0.05758305192276793,1.0325377966138116,-1.0626188143390245,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Moutal, Mr. Rahamin Haim",MUN,-0.6168033733724799,1.439168630409069,-0.46372539131257323,-0.3351940938551613,-0.2711636219797591,-0.025350207102866087,1.840745600012444,-1.0127224795903111,-0.6609947232871749,-0.4454965332556979,24.97,Moutal,Mr. Rahamin Haim,Mr. Rahamin Haim Moutal,Mr. Rahamin Haim Moutal (MUN),1.1326176150903382,0.9996752445485771,-0.5869583146043698,-0.37446441281171505,2.6111190195428806,-0.4359126862999982,1.5556824214508205,1.7185972940111245,0.6077482408958652,0.3869990941006441,Normal,0.015442262739077306,-0.8351837099681158,2.2188604117801116,0.5444598214265189,1.840745600012444,0.28656748604162136,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Caldwell, Master. Alden Gates",MUN,-1.0071028413009588,1.9390161973496483,-1.530121722540654,-1.5450529107330533,-0.18695522025255695,0.27300058352019024,1.4446279414297158,-0.5038045616678594,-0.14699000578206084,0.02127536673914521,22.62,Caldwell,Master. Alden Gates,Master. Alden Gates Caldwell,Master. Alden Gates Caldwell (MUN),0.9863092616259145,1.2311773773704664,-0.39941726098756475,-0.40461826035121834,2.5478381178032707,-1.4993301225468716,2.821682768264433,2.484935764020803,-1.1976715210958038,1.6131266760811374,Normal,0.05113807009976315,-0.5389308810437868,1.3951380416219459,0.29287765769063406,1.4446279414297158,0.2931458591182088,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Waelens, Mr. Achille",MUN,-1.8565781538511723,-0.4491444002553407,-2.048909126921884,-1.8475176149525268,0.023565784065448406,-1.0734029844197603,0.03904915291035827,-0.5795682817796229,0.3258943343226464,-0.5460320194084327,15.01,Waelens,Mr. Achille,Mr. Achille Waelens,Mr. Achille Waelens (MUN),-0.9417401644731841,-0.9521599664538464,-1.0845920014291623,-1.6459682370021773,-0.19886799050990842,-1.8477839113286287,0.2325316023996192,0.2533573039356091,0.07609193753045554,2.3010061265756536,Normal,0.7052264302578412,-0.5933308194126627,0.16631065429232852,-0.32049607684128445,0.03904915291035798,0.7587329555187923,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Sheerlinck, Mr. Jan Baptist",MUN,-1.5810726470781307,1.1059369191153499,-1.530121722540654,-1.3938205586233174,0.634076696587664,0.05497500575718812,0.2626639601748015,-0.5780377015753452,-0.5890340628364572,-0.35932325941049587,18.14,Sheerlinck,Mr. Jan Baptist,Mr. Jan Baptist Sheerlinck,Mr. Jan Baptist Sheerlinck (MUN),0.4062154854777406,0.3152983833440299,-0.8680772038667004,-0.8572245263896899,0.7306597347037121,-1.4280511869143586,1.7818378368144219,1.9219161305805919,0.4879685615990706,1.6131266760811374,Normal,1.569682164288015,-0.07929503814097519,0.3700225675151106,-0.4206893374864114,0.2626639601748012,1.8494716721403122,Undervalued,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Carrau, Mr. Francisco M",MUN,-0.731597334527916,1.383630011860116,-1.3571925877469126,-1.5450529107330533,-0.7974661327747724,0.6784516579566535,2.5595074805052973,-0.8168082134427207,-0.7021151006875817,-0.0720790132598232,26.78,Carrau,Mr. Francisco M,Mr. Francisco M Carrau,Mr. Francisco M Carrau (MUN),0.5580061191656563,0.902178448410279,-0.3605403590951456,0.009098720100005665,3.3389925590093497,-1.4284293245039212,2.188906983433808,1.724011115016857,-1.7795652844611085,1.398201765091122,Normal,-0.7076077372448755,-1.058946410104632,2.7201741668052906,1.8415869530935947,2.5595074805052964,-1.2147384715000893,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Ford, Mr. William Neal",MUN,-0.4331330355237868,-1.1156078228427795,-1.2130849754187933,-1.091355854403844,-0.3974762245705623,-1.7619048089345068,0.3616933748204833,-1.6754637080427064,-1.1852795351423906,-1.6591034732422898,17.22,Ford,Mr. William Neal,Mr. William Neal Ford,Mr. William Neal Ford (MUN),-1.2645094126312348,-1.1123332743953362,-1.4147595503334742,-1.4081652868061592,-0.3151573851660139,-1.1492692490094758,-0.8063927430812354,-1.0002322622237751,-1.4097941123525515,1.224175365943279,Underweight,0.7278105631345285,-1.0735819607167554,1.2413809533665272,0.13648196255521156,0.36169337482048286,0.9329448182640309,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Slocovski, Mr. Selman Francis",MUN,-1.0530204257631315,1.9945548158986013,-1.0113343181594256,-1.015739678348976,1.0551187052236746,0.6134264856413711,2.805483768496184,-0.7953800905828279,-0.6301544402368668,-0.06489790710605679,26.5,Slocovski,Mr. Selman Francis,Mr. Selman Francis Slocovski,Mr. Selman Francis Slocovski (MUN),1.2857788188341264,1.2536522881685814,-0.47656379565302465,-0.22156660318484636,4.220129006422092,-1.025240119633007,2.525908026415572,2.575561506888416,0.10022175246992814,0.987940036264606,Normal,-1.142016890709573,-0.9886468466445107,2.933124546388671,-0.24951522460899933,2.805483768496185,-2.2743664512033925,Overvalued,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Celotti, Mr. Francesco",MUN,-0.5708857889103072,2.1056320529965085,-0.9536912732281773,-0.6376587980746347,0.5288161944286612,0.429825999104105,1.5053233891157791,-0.585690602596735,-0.4245525532348213,-0.050535694798522955,23.01,Celotti,Mr. Francesco,Mr. Francesco Celotti,Mr. Francesco Celotti (MUN),1.5629766126344056,1.5848670534046394,-0.2844215106317085,-0.055819959366227884,2.7443739953214843,-0.8126322599015445,2.4073762872475934,2.3858733818414115,-0.14799170874805473,0.9219743594633665,Normal,0.05572130711355475,-0.5195210669681025,1.5119626479769324,-0.17546644382696047,1.5053233891157793,0.3102955522440108,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Christmann, Mr. Emil",MUN,-0.7086385422968275,1.2170141562132568,-0.7519406159688116,-0.7132749741295027,0.19198258751985267,1.2904532797475394,2.9172911721284067,-0.8015024113999399,-0.8151961385387091,0.20080302058331564,30.1,Christmann,Mr. Emil,Mr. Emil Christmann,Mr. Emil Christmann (MUN),0.7800384682170544,0.773026848330976,-0.15663807401205015,0.41194616181586713,3.5519213398062637,-0.7601656693497613,1.523096580424526,1.5357361864133108,-0.008661544694966248,0.696237854072981,Overweight,-0.37437363566272774,-1.1753923710978527,3.0479045902684656,0.36879057524430997,2.917291172128407,-0.4939819019569668,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Andreasson, Mr. Paul Edvin",MUN,0.2785895236399075,0.7171665892726775,-0.3484393014500783,-0.8645073262392386,-0.7764140323429719,-1.0810530046921463,0.09016110885651654,-0.5566095787154524,0.2642137682220304,-0.5819375501772668,13.93,Andreasson,Mr. Paul Edvin,Mr. Paul Edvin Andreasson,Mr. Paul Edvin Andreasson (MUN),0.3030800887733107,0.7363072757594086,-0.380778770323611,-0.6198749343708343,0.3753847173579131,-0.6592029329365985,1.0725771660161978,0.57184896231451,-2.310797746360858,0.26744650172856704,Normal,-0.10691270161921211,-0.0950431157795015,0.20215471930253845,0.3611349505079648,0.0901611088565158,-0.08157772600874645,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Chaffee, Mr. Herbert Fuller",MUN,-1.0989380102253044,-0.11591268896162099,-1.3571925877469126,-1.4694367346781854,-0.5658930280249665,1.0915527526655013,2.3870046291870124,-0.2596770190855106,0.038051692519781376,0.6316693898093246,26.65,Chaffee,Mr. Herbert Fuller,Mr. Herbert Fuller Chaffee,Mr. Herbert Fuller Chaffee (MUN),-0.5747700320132346,-0.46499253380176514,-0.014700595609990827,0.043708746795510366,1.7666697464984082,-1.3922226503033217,0.4457603571265861,0.2940768623290777,-0.8244588927541218,1.398201765091122,Overweight,-0.46807720874812103,-1.3578846570622385,2.028411842064329,1.169350190530703,2.387004629187012,-0.6696886170606872,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Dean, Mr. Bertram Frank",MUN,-1.0759792179942178,0.7171665892726775,-1.5589432450062783,-1.5450529107330533,-0.3974762245705623,1.0609526715759576,2.9172911721284067,-0.8719091007967303,-0.03390896793093342,0.5670394344254239,35.52,Dean,Mr. Bertram Frank,Mr. Bertram Frank Dean,Mr. Bertram Frank Dean (MUN),0.044042348213346495,0.21336991465399152,-0.04947843094661515,0.03917516502389502,3.036189149101485,-1.5111469222206975,1.429576041637058,1.1947023584813046,-1.0470516141869786,1.6496143715196026,Overweight,1.0089390347107714,-1.2779281699854375,3.132686472881221,1.5167571613248556,2.917291172128407,2.795346026726729,Undervalued,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Coxon, Mr. Daniel",MUN,-1.7417841926957374,-0.2825285446084811,-1.3283710652812883,-1.318204382568448,-0.9237787353655756,-1.1460781770074273,0.003909683197374516,-0.8221652441576939,-0.054469156631139735,-0.7830085224827384,15.59,Coxon,Mr. Daniel,Mr. Daniel Coxon,Mr. Daniel Coxon (MUN),-0.6590600904494133,-0.793885946748817,-1.1974623098671993,-1.6320081224005552,-0.14968928067380846,-1.3077088990361236,0.19269712472594422,0.39620457185717517,1.0791869486794232,1.3630339302633272,Normal,1.1890810622305537,-0.48770307260796963,0.2520960863231445,0.9043528944622317,0.003909683197374152,1.2378273999156362,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Shorney, Mr. Charles Joseph",MUN,-1.5581138548470421,0.7727052078216305,-1.530121722540654,-1.1669720304587121,-0.544840927593166,0.18502535038775147,1.1124002277796856,-0.7272692714924547,-0.8665966102892205,-0.44190598017881466,19.61,Shorney,Mr. Charles Joseph,Mr. Charles Joseph Shorney,Mr. Charles Joseph Shorney (MUN),0.2324957308958601,0.06976262077496097,-0.9140252875241707,-0.7687478079858294,1.37456438532339,-1.3211327834655886,1.2859846135408775,1.5242695274754774,0.9722916624818398,1.6131266760811374,Normal,-0.3221439203145465,-0.7384055585285744,1.253429628196299,0.5197586372719594,1.1124002277796852,-0.3319120402327551,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Goldschmidt, Mr. George B",MUN,-0.8004737112211752,-0.8934533486469665,-0.46372539131257323,-0.5620426220197653,0.10777418579265055,-0.1707005922782013,0.08057761711661192,-0.7242081110838986,-1.041358214240958,-0.7327407794063706,14.52,Goldschmidt,Mr. George B,Mr. George B Goldschmidt,Mr. George B Goldschmidt (MUN),-0.9530473674341344,-1.0144144142044913,-0.854904135277139,-0.5669094302585436,-0.3737136946942958,-0.5533244078591246,-0.7333249562224057,-0.657538315596113,0.5311170549462019,0.3869990941006441,Normal,0.2646593587023782,-0.8279179309218494,0.27536239575689275,-0.38770251716946164,0.08057761711661164,0.31114926706639906,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Greenfield, Mr. William Bertram",CHE,-1.4662786859226946,-0.6712988744511533,-1.0113343181594256,-0.9401235022941067,-1.09219553881998,-0.9357026195168097,-0.4529034230714168,-0.9660397833598307,-1.041358214240958,-1.1492449363248458,11.47,Greenfield,Mr. William Bertram,Mr. William Bertram Greenfield,Mr. William Bertram Greenfield (CHE),-0.8649882413443051,-1.0109323857709807,-1.3500386761106498,-1.3764191568883328,-0.6242960437208862,-0.987899032663719,-0.37692745836435926,-0.17325105260604817,1.2777588774076385,0.987940036264606,Normal,0.5272626559526863,-0.2639421815967156,-0.12935851225686557,0.844751701709663,-0.45290342307141734,0.3897519209026769,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Kantor, Mr. Sinai",CHE,-1.2366907636118267,-1.2266850599406856,-1.1842634529531693,-1.24258820651358,0.19198258751985267,-0.28162588622780055,0.6204476517979107,-0.42268381084112305,0.038051692519781376,-0.20852003018139315,17.71,Kantor,Mr. Sinai,Mr. Sinai Kantor,Mr. Sinai Kantor (CHE),-1.3878607176597884,-1.3886797128003179,-0.6431890994082138,-0.8692827481505365,-0.23043685664923869,-1.2104330041211946,-0.8812818826552485,-0.8799313432003072,0.010362258509594642,1.18990692847612,Normal,0.14808556463809572,-1.2215967743002836,0.6089728726997388,-0.26146318211993036,0.6204476517979098,0.2944017227602184,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Petroff, Mr. Pastcho (""Pentcho"")",CHE,-1.0989380102253044,0.5505507336258174,-1.3860141102125347,-1.3938205586233174,-1.1553518401153815,0.8811771951748852,0.8504514535556239,-0.24666708734914708,-0.7021151006875817,0.042818685200445454,18.48,Petroff,Mr. Pastcho Pentcho,Mr. Pastcho Pentcho Petroff,Mr. Pastcho Pentcho Petroff (CHE),-0.028940507261881347,0.07060674888005473,-0.4197724547389865,-0.08491781407843974,0.9885079338734822,-1.3680218445713273,1.1590270249732548,1.0242206680050707,-0.6525475741975929,1.4335537247085874,Overweight,-0.14133349376476745,-0.6862514688573944,0.7116292160187548,2.512365501420992,0.8504514535556229,-0.07022213037031605,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"White, Mr. Richard Frasar",CHE,-0.5708857889103072,0.6616279707237245,-0.23315321158758126,-0.10834556569055595,-0.9869350366609773,0.32655072542689306,-0.679712727582495,-0.11197602937267888,-0.6815549119873783,-0.25878777325776003,11.22,White,Mr. Richard Frasar,Mr. Richard Frasar White,Mr. Richard Frasar White (CHE),0.5415592784951823,0.3613033650716251,-0.43546802582442057,-0.12239726630988187,-0.3661972979944549,-0.20959733894689817,0.6733210932387902,0.885476973989286,0.9933298478570506,0.15016030921188037,Normal,1.595265875714836,0.9522674295383742,-0.624754220311085,0.47378200019990263,-0.6797127275824955,1.0584025110690445,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Johansson, Mr. Gustaf Joel",CHE,-0.7545561267590023,-0.7268374930001068,-0.2907962565188298,-0.41081026991002934,-1.050091337956379,-0.6067517478042083,-0.42095845060506776,-0.35457299175074986,0.08945216427029277,-0.3808665778717961,13.61,Johansson,Mr. Gustaf Joel,Mr. Gustaf Joel Johansson,Mr. Gustaf Joel Johansson (CHE),-0.771446835030985,-0.86415961149785,-0.5891304695313723,-0.8181804355712144,-0.6230791033028168,-0.39564103301160214,-0.6088659509244568,-0.49607876299151726,0.7580672177936375,0.2085241526308968,Normal,1.945596389156875,-0.3321973023080617,-0.3336685219145865,1.042809599650583,-0.42095845060506815,1.572944851819661,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Gustafsson, Mr. Anders Vilhelm",CHE,-0.9152676723766111,-1.004530585744873,-0.5501899587094439,-0.4864264459648973,-0.35537202370696125,-0.7635771633881231,-0.1877601516007199,-0.698188247611172,-0.5273534967358441,-0.7973707347902718,12.78,Gustafsson,Mr. Anders Vilhelm,Mr. Anders Vilhelm Gustafsson,Mr. Anders Vilhelm Gustafsson (CHE),-1.0294566480490446,-1.1343861211409039,-0.9380416133702985,-0.9982355057617132,-0.5841012175593577,-0.5536080110512962,-0.869812799499265,-0.7393053220383367,0.9668490692815274,0.47819067003409244,Normal,0.24558065328953055,-0.6980149615445613,0.00999943017393896,-0.2305354755438642,-0.18776015160072018,0.2257471436937001,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Mionoff, Mr. Stoytcho",CHE,-0.45609182775487317,-1.1156078228427795,-0.6078330036406924,-0.41081026991002934,0.8024935000420682,-1.4788540588562222,-0.5199878652507498,-1.2461359607427134,-1.01051793119065,-1.4293080763217514,11.85,Mionoff,Mr. Stoytcho,Mr. Stoytcho Mionoff,Mr. Stoytcho Mionoff (CHE),-1.1072364987198278,-1.1177145910653072,-1.2522800261432616,-1.2337440212806325,-0.8189707182467578,-0.541224004993128,-1.0043508164435975,-0.9937931984586216,0.08808145452819922,0.5397282616175446,Normal,1.1663756217079457,-0.4630452527308989,-0.06989040605895616,-0.7115559714001933,-0.5199878652507504,0.8630143535054816,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Moss, Mr. Albert Johan",CHE,-1.3285259325361742,-0.06037407041266796,-0.9536912732281773,-1.091355854403844,0.9919624039282731,-0.3160509774535379,-0.19734364334062454,-0.9844067458111669,-1.5553629317460722,-1.0774338747871777,13.35,Moss,Mr. Albert Johan,Mr. Albert Johan Moss,Mr. Albert Johan Moss (CHE),-0.4116721953643681,-0.49422046944062775,-1.260466481002554,-0.9387737106961923,-0.20888985277636257,-1.0378131944859563,0.34081526376818055,0.45804983563767054,0.5803854174838432,0.9219743594633665,Normal,0.6574274502891184,-0.19531465691712582,0.13620784080081094,-0.6913546935445196,-0.19734364334062493,0.6063363953345887,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Rekic, Mr. Tido",CHE,-0.5249682044481323,1.3280913933111629,-1.8759799921281408,-0.9401235022941067,-0.48168462629776443,-1.0504529236026012,-0.6030447936632574,-1.0471605341865668,-1.0619184029411615,-1.221055997862514,11.77,Rekic,Mr. Tido,Mr. Tido Rekic,Mr. Tido Rekic (CHE),0.7755841155354672,0.9460731098751409,-1.1198603233622062,-0.9878469689948028,-0.08057422340051226,-1.3650912782522173,1.7640432421903882,1.553493437856139,-0.8969839802701522,2.06417457147389,Normal,1.5814227618781507,1.2376121964441342,-0.24682149386389413,-0.2088242858153932,-0.6030447936632577,1.1148814343946372,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Porter, Mr. Walter Chamberlain",CHE,1.3806115507320766,1.3280913933111629,1.1791013892279865,1.025897075132468,-1.0079871370927778,-0.5799766768508569,-0.34748501393246506,-0.5596707391240084,-0.6198743458867652,-0.7399218855601369,11.07,Porter,Mr. Walter Chamberlain,Mr. Walter Chamberlain Porter,Mr. Walter Chamberlain Porter (CHE),1.621911125036938,1.7780668734579117,-0.1421920759222567,0.29653333317869884,0.19144775240324255,1.125322886605782,0.8401792257036261,0.7003998276346453,-0.71082259743709,-1.1249223845921217,Normal,-0.24426242441475723,0.7578137638296908,-0.1948202616715608,0.5075723438637716,-0.3474850139324656,-0.23430273619262465,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Barton, Mr. David John",CHE,-0.2953802821372644,-0.7268374930001068,-0.26197473405320554,0.11850296247404805,1.8340464212002945,2.181680641480519,1.30407006257778,0.3066376564973675,-0.5273534967358441,0.8973703174986971,21.3,Barton,Mr. David John,Mr. David John Barton,Mr. David John Barton (CHE),-0.6323339743598936,-0.7417610362592939,0.5257222076262822,1.2630763806123915,0.4979377759305523,-0.10381334826681589,-0.7649075985442533,-0.6449072021756385,0.8544916048514363,0.1792729151928626,Overweight,-0.11549386224072024,-1.2696745787124517,0.7847350385647933,-0.5941643131949408,1.30407006257778,0.0004546956707815231,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Pekoniemi, Mr. Edvard",CHE,0.2326719391777327,-0.17145130751057452,-0.08904559925946208,0.5722000188032588,-0.5658930280249665,1.5620289994172458,0.9494808682013057,-0.13876118294754486,-0.9282771763898336,0.27979518827475125,20.1,Pekoniemi,Mr. Edvard,Mr. Edvard Pekoniemi,Mr. Edvard Pekoniemi (CHE),0.011148666872398877,-0.09347065154749323,0.27766445061310735,1.1955647135231235,0.6200613261203434,0.2217631163464155,-0.37031952410338737,-0.26567475584768374,0.6455437126990988,0.006642661460197142,Overweight,0.2815902424944176,-0.9757222643639135,0.7359810573343633,0.5962719959814274,0.9494808682013055,0.5547441779040626,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Connors, Mr. Patrick",CHE,-0.45609182775487317,1.0503983005663968,-0.9536912732281773,-0.18396174174542396,-0.860622434070174,2.0133801954880246,2.1570008274292998,-0.1395264730496837,-0.7637956667881977,0.6388504959630921,24.88,Connors,Mr. Patrick,Mr. Patrick Connors,Mr. Patrick Connors (CHE),0.8561051063179966,0.738206563995869,0.26458480804191215,1.0427940653361916,2.613338146187596,-0.5874513253171318,1.0923906234266128,1.2318502535437548,0.571796450644017,0.9219743594633665,Overweight,-0.5978432730045381,-1.0305282698081542,1.7399401789174012,1.8610298095668527,2.1570008274292993,-0.9119518356430115,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
"Turpin, Mr. William John Robert",CHE,0.14083677025338512,-0.00483545186371492,-0.6942975710375631,0.04288678641918005,-0.7764140323429719,1.5237788980553162,1.1124002277796856,0.1528143459674232,-0.46567293063523096,0.5598583282716565,19.26,Turpin,Mr. William John Robert,Mr. William John Robert Turpin,Mr. William John Robert Turpin (CHE),-0.001871748658393303,0.028822407677926116,0.45805841382493895,1.1095925226101684,0.855431919921066,-0.350642659853676,-0.0392439136992359,-0.07329109021230236,-0.22763469248240092,0.6331714271623642,Overweight,-0.4601889228868457,-0.9848917657643446,0.7146258736391751,0.9440560911468276,1.1124002277796852,-0.5443225153322545,Fair Value,True,False,False,-0.4159532960651848,-0.4159532960651845,-0.3863857184271743
