PlayerName,Club,DistanceCovered(InKms),Goals,MinutestoGoalRatio,ShotsPerGame,AgentCharges,BMI,Cost,PreviousClubCost,Height,Weight,Score,LastName,FirstName,FullName,PlayerID,Goals_x_ShotsPerGame,DistanceCovered(InKms)_x_Goals,Weight_x_DistanceCovered(InKms),BMI_x_DistanceCovered(InKms),Cost_x_Goals,ShotsPerGame_x_MinutestoGoalRatio,GoalToShotRatio,GoalsPerDistance,ShotsPerDistance,ScoringRate,BMI_Category,ScorePerMillion,GoalsPerMillion,CostGrowth,ScoreToAgentRatio,ExpectedScore,ValueAssessment,ValueCategory,Club_CHE,Club_LIV,Club_MUN,ClubMeanScore,ClubEffect,ClubStrengthIndex
"Ford, Mr. William Neal",MUN,4.52,5.1,38.8,13.1,58,18.26,80.1,42.96,168.6,51.9,17.22,Ford,Mr. William Neal,Mr. William Neal Ford,Mr. William Neal Ford (MUN),66.80999999999999,23.051999999999996,234.58799999999997,82.5352,408.50999999999993,508.28,0.3893129770992366,1.1283185840707965,2.8982300884955756,2.3195876288659796,Underweight,0.2149812734082397,0.06367041198501873,1.8645251396648044,0.2968965517241379,15.682737366227103,1.5372626337728956,Fair Value,False,False,True,20.515254237288136,6.98818956067122,0.1395080792471621
"Slocovski, Mr. Selman Francis",MUN,4.25,10.7,39.5,13.2,127,24.47,156.6,54.46,174.0,74.1,26.5,Slocovski,Mr. Selman Francis,Mr. Selman Francis Slocovski,Mr. Selman Francis Slocovski (MUN),141.23999999999998,45.474999999999994,314.92499999999995,103.9975,1675.62,521.4,0.8106060606060606,2.5176470588235293,3.105882352941176,2.278481012658228,Normal,0.16922094508301405,0.06832694763729247,2.8755049577671685,0.20866141732283464,30.247594169017795,-3.7475941690177947,Overvalued,False,False,True,20.515254237288136,6.98818956067122,0.1395080792471621
"Celotti, Mr. Francesco",MUN,4.46,10.9,39.7,13.7,102,23.99,115.9,57.2,176.0,74.3,23.01,Celotti,Mr. Francesco,Mr. Francesco Celotti,Mr. Francesco Celotti (MUN),149.32999999999998,48.614000000000004,331.378,106.99539999999999,1263.3100000000002,543.89,0.7956204379562044,2.4439461883408073,3.0717488789237666,2.2670025188916876,Normal,0.19853321829163073,0.09404659188955997,2.0262237762237763,0.22558823529411767,22.498709569363143,0.5112904306368584,Fair Value,False,False,True,20.515254237288136,6.98818956067122,0.1395080792471621
"Christmann, Mr. Emil",MUN,4.4,9.3,40.4,13.6,86,26.24,160.10000000000002,54.38,172.2,77.8,30.1,Christmann,Mr. Emil,Mr. Emil Christmann,Mr. Emil Christmann (MUN),126.48,40.92000000000001,342.32,115.456,1488.9300000000003,549.4399999999999,0.6838235294117648,2.1136363636363638,3.0909090909090904,2.227722772277228,Overweight,0.18800749531542785,0.05808869456589631,2.9440970945200444,0.35000000000000003,30.913960166531098,-0.8139601665310963,Fair Value,False,False,True,20.515254237288136,6.98818956067122,0.1395080792471621
"Andreasson, Mr. Paul Edvin",MUN,4.83,8.4,41.8,13.4,40,20.04,71.6,57.58,182.7,66.9,13.93,Andreasson,Mr. Paul Edvin,Mr. Paul Edvin Andreasson,Mr. Paul Edvin Andreasson (MUN),112.56,40.572,323.127,96.7932,601.4399999999999,560.12,0.6268656716417911,1.7391304347826086,2.7743271221532093,2.1531100478468903,Normal,0.19455307262569835,0.11731843575418996,1.243487321986801,0.34825,14.064419943694805,-0.13441994369480526,Fair Value,False,False,True,20.515254237288136,6.98818956067122,0.1395080792471621
"Chaffee, Mr. Herbert Fuller",MUN,4.23,6.9,38.3,12.6,50,25.72,143.5,61.46,180.5,83.8,26.65,Chaffee,Mr. Herbert Fuller,Mr. Herbert Fuller Chaffee,Mr. Herbert Fuller Chaffee (MUN),86.94,29.187000000000005,354.47400000000005,108.79560000000001,990.1500000000001,482.5799999999999,0.5476190476190477,1.6312056737588652,2.9787234042553186,2.349869451697128,Overweight,0.1857142857142857,0.04808362369337979,2.3348519362186786,0.5329999999999999,27.753481435468018,-1.1034814354680194,Fair Value,False,False,True,20.515254237288136,6.98818956067122,0.1395080792471621
"Dean, Mr. Bertram Frank",MUN,4.24,8.4,37.6,12.5,58,25.64,160.10000000000002,53.46,179.8,82.9,35.52,Dean,Mr. Bertram Frank,Mr. Bertram Frank Dean,Mr. Bertram Frank Dean (MUN),105.0,35.61600000000001,351.49600000000004,108.71360000000001,1344.8400000000001,470.0,0.672,1.9811320754716981,2.94811320754717,2.3936170212765955,Overweight,0.22186133666458463,0.052467207995003116,2.994762439206884,0.6124137931034483,30.913960166531098,4.606039833468905,Undervalued,False,False,True,20.515254237288136,6.98818956067122,0.1395080792471621
"Coxon, Mr. Daniel",MUN,3.95,6.6,38.4,12.8,33,19.87,68.9,54.11,179.6,64.1,15.59,Coxon,Mr. Daniel,Mr. Daniel Coxon,Mr. Daniel Coxon (MUN),84.48,26.07,253.195,78.4865,454.74,491.52,0.5156249999999999,1.670886075949367,3.240506329113924,2.34375,Normal,0.22626995645863568,0.0957910014513788,1.2733321012751804,0.4724242424242424,13.550366174184548,2.039633825815452,Fair Value,False,False,True,20.515254237288136,6.98818956067122,0.1395080792471621
"Shorney, Mr. Charles Joseph",MUN,4.03,8.5,37.7,13.0,51,23.35,103.6,55.35,171.7,68.85,19.61,Shorney,Mr. Charles Joseph,Mr. Charles Joseph Shorney,Mr. Charles Joseph Shorney (MUN),110.5,34.255,277.4655,94.10050000000001,880.5999999999999,490.1,0.6538461538461539,2.1091811414392057,3.225806451612903,2.3872679045092835,Normal,0.18928571428571428,0.08204633204633205,1.8717253839205057,0.38450980392156864,20.1569090638164,-0.5469090638164005,Fair Value,False,False,True,20.515254237288136,6.98818956067122,0.1395080792471621
"Goldschmidt, Mr. George B",MUN,4.36,5.5,41.4,13.8,82,22.42,71.3,55.39,170.0,64.8,14.52,Goldschmidt,Mr. George B,Mr. George B Goldschmidt,Mr. George B Goldschmidt (MUN),75.9,23.98,282.528,97.75120000000001,392.15,571.32,0.39855072463768115,1.2614678899082568,3.165137614678899,2.1739130434782608,Normal,0.20364656381486676,0.07713884992987377,1.2872359631702472,0.1770731707317073,14.007302858193666,0.5126971418063331,Fair Value,False,False,True,20.515254237288136,6.98818956067122,0.1395080792471621
"Greenfield, Mr. William Bertram",CHE,4.07,5.9,39.5,13.3,25,20.42,54.6,52.23,170.0,59.0,11.47,Greenfield,Mr. William Bertram,Mr. William Bertram Greenfield,Mr. William Bertram Greenfield (CHE),78.47000000000001,24.013,240.13000000000002,83.10940000000001,322.14000000000004,525.35,0.44360902255639095,1.4496314496314495,3.267813267813268,2.278481012658228,Normal,0.21007326007326008,0.10805860805860806,1.045376220562895,0.45880000000000004,10.827785098630208,0.6422149013697922,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Kantor, Mr. Sinai",CHE,4.17,4.9,38.9,12.9,86,22.13,88.2,59.33,180.5,72.1,17.71,Kantor,Mr. Sinai,Mr. Sinai Kantor,Mr. Sinai Kantor (CHE),63.21000000000001,20.433,300.657,92.2821,432.18000000000006,501.81,0.3798449612403101,1.1750599520383693,3.0935251798561154,2.3136246786632393,Normal,0.2007936507936508,0.05555555555555556,1.4866003708073487,0.20593023255813955,17.22489867475788,0.4851013252421197,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Petroff, Mr. Pastcho (""Pentcho"")",CHE,4.23,8.1,38.2,12.7,22,25.17,95.4,61.63,173.3,75.6,18.48,Petroff,Mr. Pastcho Pentcho,Mr. Pastcho Pentcho Petroff,Mr. Pastcho Pentcho Petroff (CHE),102.86999999999999,34.263000000000005,319.788,106.46910000000001,772.74,485.14,0.6377952755905512,1.9148936170212763,3.002364066193853,2.3560209424083767,Overweight,0.19371069182389936,0.08490566037735849,1.5479474282005516,0.84,18.59570872678524,-0.11570872678523969,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"White, Mr. Richard Frasar",CHE,4.46,8.3,42.2,14.4,30,23.72,47.5,63.39,173.5,71.4,11.22,White,Mr. Richard Frasar,Mr. Richard Frasar White,Mr. Richard Frasar White (CHE),119.52000000000001,37.018,318.444,105.79119999999999,394.25000000000006,607.6800000000001,0.576388888888889,1.860986547085202,3.2286995515695067,2.132701421800948,Normal,0.23621052631578948,0.17473684210526316,0.7493295472471999,0.374,9.47601407510323,1.743985924896771,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Johansson, Mr. Gustaf Joel",CHE,4.38,5.8,42.0,14.0,27,21.28,55.6,60.22,181.0,69.7,13.61,Johansson,Mr. Gustaf Joel,Mr. Gustaf Joel Johansson,Mr. Gustaf Joel Johansson (CHE),81.2,25.404,305.286,93.2064,322.48,588.0,0.41428571428571426,1.3242009132420092,3.1963470319634704,2.142857142857143,Normal,0.2447841726618705,0.10431654676258992,0.9232813018930588,0.504074074074074,11.01817538363401,2.59182461636599,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Gustafsson, Mr. Anders Vilhelm",CHE,4.31,5.3,41.1,13.9,60,20.87,62.9,55.73,175.0,63.9,12.78,Gustafsson,Mr. Anders Vilhelm,Mr. Anders Vilhelm Gustafsson,Mr. Anders Vilhelm Gustafsson (CHE),73.67,22.842999999999996,275.409,89.94969999999999,333.37,571.2900000000001,0.38129496402877694,1.2296983758700697,3.2250580046403714,2.18978102189781,Normal,0.20317965023847376,0.08426073131955485,1.1286560200968958,0.213,12.408024464161747,0.3719755358382528,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Mionoff, Mr. Stoytcho",CHE,4.51,5.1,40.9,14.0,115,19.0,52.5,48.57,170.3,55.1,11.85,Mionoff,Mr. Stoytcho,Mr. Stoytcho Mionoff,Mr. Stoytcho Mionoff (CHE),71.39999999999999,23.000999999999998,248.501,85.69,267.75,572.6,0.36428571428571427,1.130820399113082,3.1042128603104215,2.2004889975550124,Normal,0.2257142857142857,0.09714285714285714,1.0809141445336627,0.10304347826086956,10.427965500122228,1.4220344998777712,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Moss, Mr. Albert Johan",CHE,4.13,7.0,39.7,13.1,124,22.04,62.6,51.99,165.0,60.0,13.35,Moss,Mr. Albert Johan,Mr. Albert Johan Moss,Mr. Albert Johan Moss (CHE),91.7,28.91,247.79999999999998,91.0252,438.2,520.07,0.5343511450381679,1.6949152542372883,3.171912832929782,2.2670025188916876,Normal,0.213258785942492,0.11182108626198083,1.2040777072513944,0.10766129032258064,12.350907378660608,0.9990926213393916,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Rekic, Mr. Tido",CHE,4.48,9.5,36.5,13.3,54,20.12,49.9,51.17,169.8,58.0,11.77,Rekic,Mr. Tido,Mr. Tido Rekic,Mr. Tido Rekic (CHE),126.35000000000001,42.56,259.84000000000003,90.1376,474.05,485.45000000000005,0.7142857142857143,2.120535714285714,2.96875,2.4657534246575343,Normal,0.23587174348697396,0.1903807615230461,0.9751807699824115,0.21796296296296294,9.93295075911235,1.8370492408876498,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Porter, Mr. Walter Chamberlain",CHE,5.31,9.5,47.1,15.9,29,21.35,57.9,57.54,174.1,64.7,11.07,Porter,Mr. Walter Chamberlain,Mr. Walter Chamberlain Porter,Mr. Walter Chamberlain Porter (CHE),151.05,50.44499999999999,343.557,113.3685,550.05,748.89,0.5974842767295597,1.7890772128060266,2.994350282485876,1.910828025477707,Normal,0.1911917098445596,0.16407599309153714,1.0062565172054223,0.3817241379310345,11.456073039142748,-0.3860730391427474,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Barton, Mr. David John",CHE,4.58,5.8,42.1,14.7,164,28.57,109.6,68.86,175.0,87.5,21.3,Barton,Mr. David John,Mr. David John Barton,Mr. David John Barton (CHE),85.25999999999999,26.564,400.75,130.85060000000001,635.68,618.87,0.3945578231292517,1.2663755458515282,3.209606986899563,2.137767220902613,Overweight,0.19434306569343068,0.05291970802919708,1.591635201858844,0.1298780487804878,21.299250773839198,0.0007492261608028628,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Pekoniemi, Mr. Edvard",CHE,4.81,6.8,42.7,15.3,50,26.95,98.5,63.04,171.1,78.9,20.1,Pekoniemi,Mr. Edvard,Mr. Edvard Pekoniemi,Mr. Edvard Pekoniemi (CHE),104.04,32.708,379.509,129.62949999999998,669.8,653.3100000000001,0.4444444444444444,1.4137214137214138,3.1808731808731814,2.1077283372365336,Overweight,0.20406091370558377,0.06903553299492386,1.5625,0.402,19.185918610297023,0.9140813897029787,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Connors, Mr. Patrick",CHE,4.51,9.0,39.7,14.3,36,28.13,136.3,63.03,172.7,83.9,24.88,Connors,Mr. Patrick,Mr. Patrick Connors,Mr. Patrick Connors (CHE),128.70000000000002,40.589999999999996,378.389,126.8663,1226.7,567.71,0.6293706293706294,1.9955654101995566,3.1707317073170733,2.2670025188916876,Overweight,0.182538517975055,0.06603081438004402,2.1624623195303827,0.6911111111111111,26.38267138344066,-1.50267138344066,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Turpin, Mr. William John Robert",CHE,4.77,7.1,40.6,14.6,40,26.85,103.6,66.85,175.6,82.8,19.26,Turpin,Mr. William John Robert,Mr. William John Robert Turpin,Mr. William John Robert Turpin (CHE),103.66,33.867,394.95599999999996,128.0745,735.56,592.76,0.4863013698630137,1.4884696016771488,3.060796645702306,2.216748768472906,Overweight,0.18590733590733594,0.06853281853281853,1.549738219895288,0.48150000000000004,20.1569090638164,-0.8969090638163983,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Baxter, Mr. Quigg Edmond",CHE,5.33,9.3,47.0,15.0,62,25.27,102.8,59.89,171.6,74.4,19.51,Baxter,Mr. Quigg Edmond,Mr. Quigg Edmond Baxter,Mr. Quigg Edmond Baxter (CHE),139.5,49.569,396.552,134.6891,956.0400000000001,705.0,0.62,1.7448405253283303,2.8142589118198873,1.9148936170212767,Overweight,0.18978599221789885,0.09046692607003892,1.7164802137251627,0.3146774193548387,20.00459683581336,-0.49459683581335767,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Hickman, Mr. Stanley George",CHE,4.75,7.5,43.8,15.2,90,29.53875,131.9,72.98,172.3,94.8,23.01,Hickman,Mr. Stanley George,Mr. Stanley George Hickman,Mr. Stanley George Hickman (CHE),114.0,35.625,450.3,140.3090625,989.25,665.7599999999999,0.493421052631579,1.5789473684210527,3.1999999999999997,2.0547945205479454,Overweight,0.17445034116755118,0.056861258529188774,1.8073444779391614,0.2556666666666667,25.544954129423935,-2.5349541294239337,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Moore, Mr. Leonard Charles",CHE,4.11,7.3,38.7,12.4,12,16.75,33.8,45.23,171.4,49.2,8.07,Moore,Mr. Leonard Charles,Mr. Leonard Charles Moore,Mr. Leonard Charles Moore (CHE),90.52,30.003,202.21200000000002,68.8425,246.73999999999998,479.88000000000005,0.5887096774193548,1.776155717761557,3.017031630170316,2.325581395348837,Underweight,0.23875739644970417,0.21597633136094677,0.7472916206057926,0.6725,6.867667170551171,1.202332829448829,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Nasser, Mr. Nicholas",CHE,4.76,7.6,42.9,13.4,36,19.54,43.5,55.06,178.0,61.9,11.05,Nasser,Mr. Nicholas,Mr. Nicholas Nasser,Mr. Nicholas Nasser (CHE),101.84,36.175999999999995,294.644,93.01039999999999,330.59999999999997,574.86,0.5671641791044776,1.596638655462185,2.8151260504201683,2.097902097902098,Normal,0.2540229885057471,0.17471264367816092,0.7900472212132219,0.30694444444444446,8.714452935088032,2.335547064911969,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"White, Mr. Percival Wayland",CHE,4.27,6.9,44.1,14.7,45,20.42,46.2,46.96,162.0,53.6,12.39,White,Mr. Percival Wayland,Mr. Percival Wayland White,Mr. Percival Wayland White (CHE),101.43,29.462999999999997,228.87199999999999,87.1934,318.78000000000003,648.27,0.46938775510204084,1.6159250585480096,3.4426229508196724,2.0408163265306123,Normal,0.2681818181818182,0.14935064935064934,0.9838160136286201,0.2753333333333333,9.22850670459829,3.1614932954017103,Undervalued,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Nicola-Yarred, Master. Elias",CHE,4.44,6.1,42.6,13.9,43,22.76,73.9,53.54,167.3,63.7,15.95,Nicola-Yarred,Master. Elias,Master. Elias Nicola-Yarred,Master. Elias Nicola-Yarred (CHE),84.78999999999999,27.084,282.82800000000003,101.05440000000002,450.79,592.14,0.4388489208633093,1.3738738738738736,3.1306306306306304,2.112676056338028,Normal,0.21583220568335587,0.08254397834912042,1.3802764288382519,0.3709302325581395,14.502317599203547,1.4476824007964524,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"McMahon, Mr. Martin",CHE,4.2,6.5,39.1,13.0,51,20.12,36.8,47.57,162.0,52.8,9.91,McMahon,Mr. Martin,Mr. Martin McMahon,Mr. Martin McMahon (CHE),84.5,27.3,221.76,84.504,239.2,508.3,0.5,1.5476190476190474,3.095238095238095,2.3017902813299234,Normal,0.2692934782608696,0.1766304347826087,0.7735968047088501,0.19431372549019607,7.438838025562571,2.471161974437429,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Madsen, Mr. Fridtjof Arne",CHE,4.71,6.9,43.5,13.8,22,22.35,67.0,54.63,170.8,65.2,16.2,Madsen,Mr. Fridtjof Arne,Mr. Fridtjof Arne Madsen,Mr. Fridtjof Arne Madsen (CHE),95.22000000000001,32.499,307.092,105.2685,462.3,600.3000000000001,0.5,1.4649681528662422,2.9299363057324843,2.0689655172413794,Normal,0.2417910447761194,0.10298507462686568,1.226432363170419,0.7363636363636363,13.188624632677326,3.011375367322673,Undervalued,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Ekstrom, Mr. Johan",CHE,4.09,6.4,40.1,13.2,44,19.16,41.1,46.31,163.0,50.9,9.02,Ekstrom,Mr. Johan,Mr. Johan Ekstrom,Mr. Johan Ekstrom (CHE),84.48,26.176000000000002,208.18099999999998,78.3644,263.04,529.3199999999999,0.4848484848484849,1.56479217603912,3.2273838630806844,2.2443890274314215,Normal,0.2194647201946472,0.15571776155717762,0.8874973007989635,0.205,8.257516251078911,0.7624837489210883,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Drazenoic, Mr. Jozef",CHE,4.24,6.6,38.2,12.6,26,20.77,59.4,49.13,166.1,57.3,14.26,Drazenoic,Mr. Jozef,Mr. Jozef Drazenoic,Mr. Jozef Drazenoic (CHE),83.16,27.983999999999998,242.952,88.0648,392.03999999999996,481.32000000000005,0.5238095238095238,1.5566037735849054,2.971698113207547,2.3560209424083767,Normal,0.24006734006734007,0.1111111111111111,1.2090372481172398,0.5484615384615384,11.741658466648447,2.5183415333515526,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Coelho, Mr. Domingos Fernandeo",CHE,3.9,6.0,38.9,13.5,16,19.37,48.4,53.71,176.0,60.0,10.48,Coelho,Mr. Domingos Fernandeo,Mr. Domingos Fernandeo Coelho,Mr. Domingos Fernandeo Coelho (CHE),81.0,23.4,234.0,75.543,290.4,525.15,0.4444444444444444,1.5384615384615385,3.4615384615384617,2.3136246786632393,Normal,0.21652892561983472,0.12396694214876033,0.901135728914541,0.655,9.64736533160665,0.8326346683933501,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Sobey, Mr. Samuel James Hayden",CHE,4.82,7.6,43.2,14.4,58,22.37,50.0,53.11,163.9,60.1,11.64,Sobey,Mr. Samuel James Hayden,Mr. Samuel James Hayden Sobey,Mr. Samuel James Hayden Sobey (CHE),109.44,36.632,289.682,107.8234,380.0,622.08,0.5277777777777778,1.5767634854771782,2.987551867219917,2.083333333333333,Normal,0.2328,0.152,0.9414422895876483,0.2006896551724138,9.95198978761273,1.6880102123872707,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Richard, Mr. Emile",CHE,4.32,6.8,40.6,13.7,46,17.54,54.6,46.12,173.0,52.5,12.16,Richard,Mr. Emile,Mr. Emile Richard,Mr. Emile Richard (CHE),93.16,29.376,226.8,75.7728,371.28,556.22,0.49635036496350365,1.574074074074074,3.171296296296296,2.216748768472906,Underweight,0.2227106227106227,0.12454212454212453,1.1838681699913272,0.2643478260869565,10.827785098630208,1.3322149013697917,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Futrelle, Mr. Jacques Heath",CHE,4.77,7.2,43.3,14.8,43,19.06,42.3,53.41,177.0,59.7,10.53,Futrelle,Mr. Jacques Heath,Mr. Jacques Heath Futrelle,Mr. Jacques Heath Futrelle (CHE),106.56,34.344,284.769,90.91619999999999,304.56,640.84,0.48648648648648646,1.509433962264151,3.1027253668763106,2.0785219399538106,Normal,0.24893617021276596,0.17021276595744683,0.7919865193783936,0.24488372093023256,8.48598459308347,2.044015406916529,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Osen, Mr. Olaf Elon",CHE,5.16,8.2,45.3,14.7,34,20.3,46.1,51.48,168.0,57.3,10.15,Osen,Mr. Olaf Elon,Mr. Olaf Elon Osen,Mr. Olaf Elon Osen (CHE),120.53999999999998,42.312,295.668,104.748,378.02,665.91,0.5578231292517006,1.5891472868217051,2.8488372093023253,1.9867549668874174,Normal,0.22017353579175705,0.17787418655097612,0.8954933954933956,0.2985294117647059,9.20946767609791,0.9405323239020902,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Giglio, Mr. Victor",CHE,4.97,7.8,44.7,14.2,41,20.15,46.3,53.2,172.0,59.6,10.74,Giglio,Mr. Victor,Mr. Victor Giglio,Mr. Victor Giglio (CHE),110.75999999999999,38.766,296.212,100.14549999999998,361.14,634.74,0.5492957746478874,1.5694164989939638,2.857142857142857,2.013422818791946,Normal,0.23196544276457887,0.16846652267818576,0.8703007518796991,0.26195121951219513,9.24754573309867,1.4924542669013299,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Burke, Mr. Jeremiah",CHE,4.0,4.2,36.6,12.0,57,25.36,109.0,56.58,167.9,71.5,20.86,Burke,Mr. Jeremiah,Mr. Jeremiah Burke,Mr. Jeremiah Burke (CHE),50.400000000000006,16.8,286.0,101.44,457.8,439.20000000000005,0.35000000000000003,1.05,3.0,2.459016393442623,Overweight,0.19137614678899081,0.03853211009174312,1.9264757864969955,0.36596491228070177,21.185016602836917,-0.3250166028369179,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Andrew, Mr. Edgardo Samuel",CHE,4.4,4.0,40.8,13.9,73,22.12,98.1,56.01,177.5,69.7,19.64,Andrew,Mr. Edgardo Samuel,Mr. Edgardo Samuel Andrew,Mr. Edgardo Samuel Andrew (CHE),55.6,17.6,306.68000000000006,97.32800000000002,392.4,567.12,0.28776978417266186,0.9090909090909091,3.1590909090909087,2.2058823529411766,Normal,0.20020387359836903,0.040774719673802244,1.7514729512587037,0.269041095890411,19.109762496295502,0.5302375037044982,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Nicholls, Mr. Joseph Charles",CHE,4.38,7.9,39.8,13.5,88,21.25,80.6,46.52,162.5,56.1,17.07,Nicholls,Mr. Joseph Charles,Mr. Joseph Charles Nicholls,Mr. Joseph Charles Nicholls (CHE),106.65,34.602000000000004,245.718,93.075,636.74,537.3,0.5851851851851853,1.8036529680365299,3.0821917808219177,2.261306532663317,Normal,0.21178660049627793,0.09801488833746899,1.7325881341358553,0.19397727272727272,15.777932508729004,1.2920674912709966,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Andersson, Mr. August Edvard (""Wennerstrom"")",CHE,4.08,6.6,37.8,12.1,182,20.53,68.3,51.75,172.5,61.1,15.31,Andersson,Mr. August Edvard Wennerstrom,Mr. August Edvard Wennerstrom Andersson,Mr. August Edvard Wennerstrom Andersson (CHE),79.86,26.927999999999997,249.288,83.7624,450.78,457.37999999999994,0.5454545454545454,1.6176470588235292,2.9656862745098036,2.380952380952381,Normal,0.22415812591508055,0.09663250366032211,1.319806763285024,0.08412087912087912,13.436132003182266,1.8738679968177347,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Navratil, Mr. Michel (""Louis M Hoffman"")",CHE,4.98,6.4,44.8,14.8,80,17.06,47.6,42.15,166.7,47.4,11.07,Navratil,Mr. Michel Louis M Hoffman,Mr. Michel Louis M Hoffman Navratil,Mr. Michel Louis M Hoffman Navratil (CHE),94.72000000000001,31.872000000000003,236.05200000000002,84.9588,304.64000000000004,663.04,0.43243243243243246,1.285140562248996,2.9718875502008033,2.0089285714285716,Underweight,0.23256302521008404,0.13445378151260504,1.1293001186239622,0.138375,9.49505310360361,1.5749468963963906,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Byles, Rev. Thomas Roussel Davids",CHE,5.16,7.2,44.3,14.5,88,18.29,61.9,48.76,175.0,56.0,12.92,Byles,Rev. Thomas Roussel Davids,Rev. Thomas Roussel Davids Byles,Rev. Thomas Roussel Davids Byles (CHE),104.4,37.152,288.96000000000004,94.3764,445.68,642.3499999999999,0.496551724137931,1.3953488372093024,2.810077519379845,2.0316027088036117,Underweight,0.2087237479806139,0.11631663974151858,1.2694831829368336,0.14681818181818182,12.217634179157947,0.7023658208420525,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Bateman, Rev. Robert James",CHE,4.66,6.4,40.9,13.9,109,18.37,38.2,41.93,157.9,45.8,8.45,Bateman,Rev. Robert James,Rev. Robert James Bateman,Rev. Robert James Bateman (CHE),88.96000000000001,29.824,213.428,85.6042,244.48000000000002,568.51,0.460431654676259,1.3733905579399142,2.982832618025751,2.2004889975550124,Underweight,0.22120418848167536,0.16753926701570682,0.9110422132124971,0.0775229357798165,7.705384424567892,0.7446155754321069,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"Meo, Mr. Alfonzo",CHE,4.19,9.0,39.0,13.4,69,18.93,43.5,42.95,158.9,47.8,10.16,Meo,Mr. Alfonzo,Mr. Alfonzo Meo,Mr. Alfonzo Meo (CHE),120.60000000000001,37.71,200.282,79.31670000000001,391.5,522.6,0.6716417910447761,2.1479713603818613,3.198090692124105,2.3076923076923075,Normal,0.2335632183908046,0.20689655172413793,1.0128055878928988,0.1472463768115942,8.714452935088032,1.4455470649119686,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
"van Billiard, Mr. Austin Blyler",CHE,4.53,5.0,40.7,14.0,41,17.79,56.8,38.3,156.9,43.8,12.55,van Billiard,Mr. Austin Blyler,Mr. Austin Blyler van Billiard,Mr. Austin Blyler van Billiard (CHE),70.0,22.650000000000002,198.414,80.5887,284.0,569.8000000000001,0.35714285714285715,1.1037527593818983,3.0905077262693155,2.211302211302211,Underweight,0.22095070422535212,0.08802816901408451,1.483028720626632,0.30609756097560975,11.246643725638569,1.3033562743614322,Fair Value,True,False,False,11.61474358974359,-1.9123210868733267,0.36408093048828305
